amendment,amendment_label,rank,score,chunk_id,document_id,title,author,date,source_collection,source_url,preview
6,Sixth Amendment,1,6,bill_of_rights_original_text_1791_0000,bill_of_rights_original_text_1791,Bill of Rights - Original Text,United States Congress,1791-12-15,bill_of_rights,https://www.archives.gov/founding-docs/bill-of-rights-transcript,"THE BILL OF RIGHTS United States of America Ratified December 15, 1791 AMENDMENT I Congress shall make no law respecting an establishment of religion, or prohibiting the free exercise thereof; or abridging the freedom of speech, or of the press; ..."
6,Sixth Amendment,2,5,jefferson_writings_vol_9_0521,jefferson_writings_vol_9,"The Writings of Thomas Jefferson, Volume 9",Thomas Jefferson,1816-1826,founders_correspondence,https://www.gutenberg.org/cache/epub/56578/pg56578.txt,"6. _Resolved_, That the imprisonment of a person under the protection of the laws of this commonwealth, on his failure to obey the simple _order_ of the President to depart out of the United States, as is undertaken by said ..."
6,Sixth Amendment,3,2,washington_writings_vol_10_0427,washington_writings_vol_10,"The Writings of George Washington, Volume 10",George Washington,1745-1799,founders_correspondence,https://archive.org/download/georgefordworth10washrich/georgefordworth10washrich_djvu.txt,"The Patent, & thousands of Warrants are evi dences that the restrictions respecting military set tlers was taken off; but they do not ascertain the time. — My Patent, if I recollect right, was dated in July, 1774; — but ..."
6,Sixth Amendment,4,1,new_york_ratification_1788_0002,new_york_ratification_1788,New York Ratification and Circular Letter,New York Ratifying Convention,1788-07-26,anti_federalist,https://avalon.law.yale.edu/18th_century/ratny.asp,"That (except in the Government of the Land and Naval Forces, and of the Militia when in actual Service, and in cases of Impeachment) a Presentment or Indictment by a Grand Jury ought to be observed as a necessary preliminary ..."
6,Sixth Amendment,5,1,north_carolina_ratification_1789_0001,north_carolina_ratification_1789,North Carolina Ratification and Declaration of Rights,North Carolina Convention,1789-11-21,anti_federalist,https://avalon.law.yale.edu/18th_century/ratnc.asp,"6th. That elections of Representatives in the legislature ought to be free and frequent, and all men having sufficient evidence of permanent common interest with, and attachment to the community, ought to have the right of suffrage: and no aid, ..."
6,Sixth Amendment,6,1,henry_speeches_virginia_1788_0190,henry_speeches_virginia_1788,Patrick Henry — Speeches at the Virginia Ratifying Convention (June 1788),Patrick Henry,1788-06-04/1788-06-25,anti_federalist,https://avalon.law.yale.edu/18th_century/henry.asp,"which we are all in search of. In this state Constitution, to the executive you commit the sword; to the legislative you commit the purse, and every thing else, without any limitation. In both cases, the representative character is in ..."
6,Sixth Amendment,7,1,henry_speeches_virginia_1788_0409,henry_speeches_virginia_1788,Patrick Henry — Speeches at the Virginia Ratifying Convention (June 1788),Patrick Henry,1788-06-04/1788-06-25,anti_federalist,https://avalon.law.yale.edu/18th_century/henry.asp,"into business of human legislation. They may legislate, in criminal cases, from treason to the lowest offence — petty larceny. They may define crimes and prescribe punishments. In the definition of crimes, I trust they will be directed by what ..."
6,Sixth Amendment,8,1,henry_speeches_virginia_1788_0448,henry_speeches_virginia_1788,Patrick Henry — Speeches at the Virginia Ratifying Convention (June 1788),Patrick Henry,1788-06-04/1788-06-25,anti_federalist,https://avalon.law.yale.edu/18th_century/henry.asp,"that, in my opinion, they will have a contrary effect, and will utterly annihilate your state courts. Who are the court? The judges. It is a familiar distinction. We frequently speak of a court in contradistinction from a jury. I ..."
6,Sixth Amendment,9,1,henry_speeches_virginia_1788_0455,henry_speeches_virginia_1788,Patrick Henry — Speeches at the Virginia Ratifying Convention (June 1788),Patrick Henry,1788-06-04/1788-06-25,anti_federalist,https://avalon.law.yale.edu/18th_century/henry.asp,"as to law and fact."" Now, sir, what are we to understand by these words? What are the cases before mentioned? Cases of common law, as well as of equity and admiralty. I confess I was surprised to hear such ..."
6,Sixth Amendment,10,1,henry_speeches_virginia_1788_0463,henry_speeches_virginia_1788,Patrick Henry — Speeches at the Virginia Ratifying Convention (June 1788),Patrick Henry,1788-06-04/1788-06-25,anti_federalist,https://avalon.law.yale.edu/18th_century/henry.asp,"privilege. It is prostrated by that paper. Juries from the vicinage being not secured, this right is in reality sacrificed; All is gone. And why? Because a rebellion may arise. Resistance will come from certain countries, and juries will come ..."
6,Sixth Amendment,11,1,virginia_ratification_1788_0002,virginia_ratification_1788,Virginia Ratification and Recommended Amendments,Virginia Ratifying Convention,1788-06-26,anti_federalist,https://avalon.law.yale.edu/18th_century/ratva.asp,"of permanent common interest with and attachment to the Community ought to have the right of suffrage: and no aid, charge, tax or fee can be set, rated, or levied upon the people without their own consent, or that of ..."
6,Sixth Amendment,12,1,anti_federalist_positions_bill_of_rights_0002,anti_federalist_positions_bill_of_rights,Anti-Federalist Positions and Bill of Rights Influence,Various Anti-Federalist Writers,1787-1791,bill_of_rights,https://constitution.org/1-Constitution/afp/afp.htm,"""No person shall be compelled to render military service in person if conscientiously opposed to bearing arms; nor shall any person be compelled to pay a tax to support the worship of any religion opposite to their conscientious belief."" 2. ..."
6,Sixth Amendment,13,1,madison_letters_vol_1_0061,madison_letters_vol_1,"Letters and Other Writings of James Madison, Volume 1",James Madison,1769-1793,founders_correspondence,https://archive.org/download/lettersandotherw01madiiala/lettersandotherw01madiiala_djvu.txt,"5. That the legislative and executive powers of the State should be separate and distinct from the judicative; and that the members of the two first may be restrained from oppression by feeling and participating the burdens of the people, ..."
6,Sixth Amendment,14,1,washington_writings_vol_1_0408,washington_writings_vol_1,"The Writings of George Washington, Volume 1",George Washington,1745-1799,founders_correspondence,https://archive.org/download/georgefordworth01washrich/georgefordworth01washrich_djvu.txt,"If at any time or upon any occasion, you shou'd pay away money for contingent Expences, you are to take receipts for them, ascertaining the sum, & for what service paid ; and keep an exact accompt thereof, in order ..."
6,Sixth Amendment,15,1,jefferson_writings_vol_5_0184,jefferson_writings_vol_5,"The Writings of Thomas Jefferson, Volume 5",Thomas Jefferson,1793-1798,founders_correspondence,https://www.gutenberg.org/cache/epub/53767/pg53767.txt,"DEAR SIR,--I received yesterday your favor of the 11th. An error of the post office had occasioned the delay. Before an impartial jury, Burr's conduct would convict himself, were not one word of testimony to be offered against him. But ..."
6,Sixth Amendment,16,1,jefferson_writings_vol_8_0501,jefferson_writings_vol_8,"The Writings of Thomas Jefferson, Volume 8",Thomas Jefferson,1807-1815,founders_correspondence,https://www.gutenberg.org/cache/epub/56313/pg56313.txt,"The judgment of no inferior court shall be final, in any civil case, of greater value than fifty bushels of wheat, as last rated in the general court for setting the allowance to the members of the general assembly, nor ..."
7,Seventh Amendment,1,8,jefferson_writings_vol_6_0352,jefferson_writings_vol_6,"The Writings of Thomas Jefferson, Volume 6",Thomas Jefferson,1798-1802,founders_correspondence,https://www.gutenberg.org/cache/epub/55075/pg55075.txt,"to have been lost, it is incumbent on him to prove it to have existed, and what were its contents. These were so far alterations of the common law, and became themselves a part of it. But none of these ..."
7,Seventh Amendment,2,8,jefferson_writings_vol_9_0218,jefferson_writings_vol_9,"The Writings of Thomas Jefferson, Volume 9",Thomas Jefferson,1816-1826,founders_correspondence,https://www.gutenberg.org/cache/epub/56578/pg56578.txt,"March, 1800. Heretical doctrines maintained in Senate, on the motion against the Aurora. That there is in every legal body of men a right of self-preservation, authorizing them to do whatever is necessary for that purpose: by Tracy, Read, and ..."
7,Seventh Amendment,3,7,madison_letters_vol_4_0607,madison_letters_vol_4,"Letters and Other Writings of James Madison, Volume 4",James Madison,1829-1836,founders_correspondence,https://archive.org/download/lettersotherwrit04madi/lettersotherwrit04madi_djvu.txt,"Is the law to be different in every State as differently modified by its code, or are the modifications of any particular State to be applied to all ? And, on the latter supposition, which, among the State codes, would ..."
7,Seventh Amendment,4,7,jefferson_writings_vol_6_0351,jefferson_writings_vol_6,"The Writings of Thomas Jefferson, Volume 6",Thomas Jefferson,1798-1802,founders_correspondence,https://www.gutenberg.org/cache/epub/55075/pg55075.txt,"22. Authorities for what is common law may therefore be as well cited, as for any part of the Lex Scripta, and there is no better instance of the necessity of holding the judges and writers to a declaration of ..."
7,Seventh Amendment,5,7,jefferson_writings_vol_9_0542,jefferson_writings_vol_9,"The Writings of Thomas Jefferson, Volume 9",Thomas Jefferson,1816-1826,founders_correspondence,https://www.gutenberg.org/cache/epub/56578/pg56578.txt,"XLV. _Observations on the force and obligation of the common law in the United States, on the occasion of Hardin's case, in Kentucky. November 11th, 1812._ The _common law of England_ is that system of law which was established in ..."
7,Seventh Amendment,6,6,bill_of_rights_original_text_1791_0000,bill_of_rights_original_text_1791,Bill of Rights - Original Text,United States Congress,1791-12-15,bill_of_rights,https://www.archives.gov/founding-docs/bill-of-rights-transcript,"THE BILL OF RIGHTS United States of America Ratified December 15, 1791 AMENDMENT I Congress shall make no law respecting an establishment of religion, or prohibiting the free exercise thereof; or abridging the freedom of speech, or of the press; ..."
7,Seventh Amendment,7,6,federalist_lxxxv_0561,federalist_lxxxv,Federalist No. Lxxxv. Concluding Remarks,Alexander Hamilton,1787-10-27/1788-05-28,federalist_papers,https://www.gutenberg.org/cache/epub/18/pg18.txt,The great difference between the limits of the jury trial in different States is not generally understood; and as it must have considerable influence on the sentence we ought to pass upon the omission complained of in regard to this ...
7,Seventh Amendment,8,6,federalist_lxxxv_0565,federalist_lxxxv,Federalist No. Lxxxv. Concluding Remarks,Alexander Hamilton,1787-10-27/1788-05-28,federalist_papers,https://www.gutenberg.org/cache/epub/18/pg18.txt,"These appeared to be conclusive reasons against incorporating the systems of all the States, in the formation of the national judiciary, according to what may be conjectured to have been the attempt of the Pennsylvania minority. Let us now examine ..."
7,Seventh Amendment,9,6,madison_letters_vol_4_0603,madison_letters_vol_4,"Letters and Other Writings of James Madison, Volume 4",James Madison,1829-1836,founders_correspondence,https://archive.org/download/lettersotherwrit04madi/lettersotherwrit04madi_djvu.txt,"In the interval between the commencement of the Revolution and the final ratification of these Articles, the nature and extent of the Union was deter- mined by the circumstances of the crisis, rather than by any accurate delinea- tion of ..."
7,Seventh Amendment,10,6,jefferson_writings_vol_6_0068,jefferson_writings_vol_6,"The Writings of Thomas Jefferson, Volume 6",Thomas Jefferson,1798-1802,founders_correspondence,https://www.gutenberg.org/cache/epub/55075/pg55075.txt,"On the other subject of your letter, the application of the common law to our present situation, I deride with you the ordinary doctrine, that we brought with us from England the _common law rights_. This narrow notion was a ..."
7,Seventh Amendment,11,6,jefferson_writings_vol_6_0353,jefferson_writings_vol_6,"The Writings of Thomas Jefferson, Volume 6",Thomas Jefferson,1798-1802,founders_correspondence,https://www.gutenberg.org/cache/epub/55075/pg55075.txt,"Fleta and Britton, who wrote in the succeeding reign (of Edward I.), are equally silent. So also is Glanvil, an earlier writer than any of them, (viz.: temp. H. 2,) but his subject perhaps might not have led him to ..."
7,Seventh Amendment,12,5,henry_speeches_virginia_1788_0457,henry_speeches_virginia_1788,Patrick Henry — Speeches at the Virginia Ratifying Convention (June 1788),Patrick Henry,1788-06-04/1788-06-25,anti_federalist,https://avalon.law.yale.edu/18th_century/henry.asp,"in its present form. Could not precise terms have been used? You find, by the observations of the gentleman last up, that, when there is a plenitude of power, there is no difficulty; but when you come to a plain ..."
7,Seventh Amendment,13,5,farrand_records_vol_1_0137,farrand_records_vol_1,"The Records of the Federal Convention of 1787, Volume 1",Max Farrand,1787-05-25/1787-07-26,farrands_records,https://archive.org/download/recordsfederalc00farrgoog/recordsfederalc00farrgoog_djvu.txt,"intended, nor can it be supposed that in ordinary cases the inferior tribunals will not have final jurisdiction in order to prevent the evils of which he complains. The great mass of suits in every State lie between Citizen & ..."
7,Seventh Amendment,14,5,farrand_records_vol_2_0137,farrand_records_vol_2,"The Records of the Federal Convention of 1787, Volume 2",Max Farrand,1787-07-27/1787-09-17,farrands_records,https://archive.org/download/recordsfederalc01farrgoog/recordsfederalc01farrgoog_djvu.txt,"intended, nor can it be supposed that in ordinary cases the inferior tribunals will not have final jurisdiction in order to prevent the evils of which he complains. The great mass of suits in every State lie between Citizen & ..."
7,Seventh Amendment,15,5,farrand_records_vol_3_0137,farrand_records_vol_3,"The Records of the Federal Convention of 1787, Volume 3",Max Farrand,1787-02-21/1787-09-17,farrands_records,https://archive.org/download/in.ernet.dli.2015.58320/2015.58320.The-Records-Of-The-Federal-Convention-Of-1787-Volume-Iii_djvu.txt,"intended, nor can it be supposed that in ordinary cases the inferior tribunals will not have final jurisdiction in order to prevent the evils of which he complains. The great mass of suits in every State lie between Citizen & ..."
7,Seventh Amendment,16,5,hamilton_works_vol_4_0185,hamilton_works_vol_4,"The Works of Alexander Hamilton, Volume 4",Alexander Hamilton,1769-1804,founders_correspondence,https://archive.org/download/alexanderworksof04hamirich/alexanderworksof04hamirich_djvu.txt,"270 Alexander Hamilton be supposed, that instead of the mode of indictment and trial by jury, the Legislature was to declare, that every citizen who did not swear he had never adhered to the King of Great Britain, should incur ..."
7,Seventh Amendment,17,5,hamilton_works_vol_8_0311,hamilton_works_vol_8,"The Works of Alexander Hamilton, Volume 8",Alexander Hamilton,1769-1804,founders_correspondence,https://archive.org/download/ofalexander08hamirich/ofalexander08hamirich_djvu.txt,"What have the court done here? Applied moral law to constitutional principles, and thus the judges have confirmed this construction of the common law; and therefore, I say, by our Constitution it is said the truth may be given in ..."
7,Seventh Amendment,18,5,jefferson_writings_vol_4_0336,jefferson_writings_vol_4,"The Writings of Thomas Jefferson, Volume 4",Thomas Jefferson,1789-1793,founders_correspondence,https://www.gutenberg.org/cache/epub/53603/pg53603.txt,"declare a different doctrine in some resolutions. These met universal disapprobation in this, as well as the other States, and if I mistake not, a subsequent Assembly did something to do away the authority of their former unguarded resolutions. In ..."
7,Seventh Amendment,19,5,jefferson_writings_vol_4_0616,jefferson_writings_vol_4,"The Writings of Thomas Jefferson, Volume 4",Thomas Jefferson,1789-1793,founders_correspondence,https://www.gutenberg.org/cache/epub/53603/pg53603.txt,"DEAR SIR,--As we shall have to lay before Congress the proceedings of the British vessels at New York, it will be necessary for us to say to them with certainty which specific aggressions were committed within the common law, which ..."
7,Seventh Amendment,20,5,jefferson_writings_vol_5_0560,jefferson_writings_vol_5,"The Writings of Thomas Jefferson, Volume 5",Thomas Jefferson,1793-1798,founders_correspondence,https://www.gutenberg.org/cache/epub/53767/pg53767.txt,"At length, then, we have a chance of getting a republican majority in the Supreme Judiciary. For ten years has that branch braved the spirit and will of the nation, after the nation had manifested its will by a complete ..."
7,Seventh Amendment,21,5,jefferson_writings_vol_6_0349,jefferson_writings_vol_6,"The Writings of Thomas Jefferson, Volume 6",Thomas Jefferson,1798-1802,founders_correspondence,https://www.gutenberg.org/cache/epub/55075/pg55075.txt,"this false quotation into a maxim of the common law, expressing it in the very words of Finch, but citing Prisot, wing. max. 3. Next comes Sheppard, [in 1675,] who states it in the same words of Finch, and quotes ..."
7,Seventh Amendment,22,5,jefferson_writings_vol_7_0383,jefferson_writings_vol_7,"The Writings of Thomas Jefferson, Volume 7",Thomas Jefferson,1803-1807,founders_correspondence,https://www.gutenberg.org/cache/epub/56035/pg56035.txt,"credence."" And cites Prisot; mistranslating ""_ancien scripture_,"" into ""_holy scripture_."" Whereas Prisot palpably says, ""to such laws as those of holy church have in _ancient writing_, it is proper for us to give credence,"" to wit, to their _ancient written_ ..."
7,Seventh Amendment,23,5,jefferson_writings_vol_8_0664,jefferson_writings_vol_8,"The Writings of Thomas Jefferson, Volume 8",Thomas Jefferson,1807-1815,founders_correspondence,https://www.gutenberg.org/cache/epub/56313/pg56313.txt,"I have said that the marshal received an order, purporting to be an injunction. An authoritative injunction it could not be; because that is a Chancery process, and no Chancery jurisdiction has been given by any law to the superior ..."
7,Seventh Amendment,24,5,jefferson_writings_vol_8_0665,jefferson_writings_vol_8,"The Writings of Thomas Jefferson, Volume 8",Thomas Jefferson,1807-1815,founders_correspondence,https://www.gutenberg.org/cache/epub/56313/pg56313.txt,"common law ending where the chancery begins. The one authority is here given, and therefore they have it; the other is not given, and therefore they have it not. For they have no authority but that which is given by ..."
7,Seventh Amendment,25,5,jefferson_writings_vol_9_0610,jefferson_writings_vol_9,"The Writings of Thomas Jefferson, Volume 9",Thomas Jefferson,1816-1826,founders_correspondence,https://www.gutenberg.org/cache/epub/56578/pg56578.txt,"_Land._-- Vol. i.-- Colonial tenure of, 138. Vol. iv.-- Conveyances of, before Revolution, 371. _Lands, Public._-- Vol. i.-- Best disposition to be made of, 347. Ordinance in relation to, 407. Purchase of, by Congress, 423. Land office, 423, 430. Sales ..."
7,Seventh Amendment,26,4,henry_speeches_virginia_1788_0408,henry_speeches_virginia_1788,Patrick Henry — Speeches at the Virginia Ratifying Convention (June 1788),Patrick Henry,1788-06-04/1788-06-25,anti_federalist,https://avalon.law.yale.edu/18th_century/henry.asp,"bill of rights — without check, limitation, or control. And still you have checks and guards; still you keep barriers — pointed where? Pointed against your weakened, prostrated, enervated state government! You have a bill of rights to defend you ..."
7,Seventh Amendment,27,4,farrand_records_vol_1_0100,farrand_records_vol_1,"The Records of the Federal Convention of 1787, Volume 1",Max Farrand,1787-05-25/1787-07-26,farrands_records,https://archive.org/download/recordsfederalc00farrgoog/recordsfederalc00farrgoog_djvu.txt,"CXXV. James Wilson: Address to a Meeting of the Citizens OF Philadelphia on October 6, 1787.^ Another objection that has been fabricated against the new con- stitution, is expressed in this disingenuous form — "" the trial by jury is ..."
7,Seventh Amendment,28,4,farrand_records_vol_2_0100,farrand_records_vol_2,"The Records of the Federal Convention of 1787, Volume 2",Max Farrand,1787-07-27/1787-09-17,farrands_records,https://archive.org/download/recordsfederalc01farrgoog/recordsfederalc01farrgoog_djvu.txt,"CXXV. James Wilson: Address to a Meeting of the Citizens OF Philadelphia on October 6, 1787.^ Another objection that has been fabricated against the new con- stitution, is expressed in this disingenuous form — ""the trial by jury is abolished ..."
7,Seventh Amendment,29,4,farrand_records_vol_3_0100,farrand_records_vol_3,"The Records of the Federal Convention of 1787, Volume 3",Max Farrand,1787-02-21/1787-09-17,farrands_records,https://archive.org/download/in.ernet.dli.2015.58320/2015.58320.The-Records-Of-The-Federal-Convention-Of-1787-Volume-Iii_djvu.txt,"CXXV. James Wilson: Address to a Meeting of the Citizens of Philadelphia on October 6, 1787. 1 Another objection that has been fabricated against the new con- stitution, is expressed in this disingenuous form — “the trial by jury is ..."
7,Seventh Amendment,30,4,federalist_lxxxv_0553,federalist_lxxxv,Federalist No. Lxxxv. Concluding Remarks,Alexander Hamilton,1787-10-27/1788-05-28,federalist_papers,https://www.gutenberg.org/cache/epub/18/pg18.txt,"The objection to the plan of the convention, which has met with most success in this State, and perhaps in several of the other States, is THAT RELATIVE TO THE WANT OF A CONSTITUTIONAL PROVISION for the trial by jury ..."
8,Eighth Amendment,1,7,henry_speeches_virginia_1788_0409,henry_speeches_virginia_1788,Patrick Henry — Speeches at the Virginia Ratifying Convention (June 1788),Patrick Henry,1788-06-04/1788-06-25,anti_federalist,https://avalon.law.yale.edu/18th_century/henry.asp,"into business of human legislation. They may legislate, in criminal cases, from treason to the lowest offence — petty larceny. They may define crimes and prescribe punishments. In the definition of crimes, I trust they will be directed by what ..."
8,Eighth Amendment,2,5,jefferson_writings_vol_1_0177,jefferson_writings_vol_1,"The Writings of Thomas Jefferson, Volume 1",Thomas Jefferson,1760-1776,founders_correspondence,https://www.gutenberg.org/cache/epub/45847/pg45847.txt,"I have heard little of the proceedings of the Assembly, and do not expect to be with you till about the close of the month. In the meantime, present me respectfully to Mrs. Wythe, and accept assurances of the affectionate ..."
8,Eighth Amendment,3,4,north_carolina_ratification_1789_0001,north_carolina_ratification_1789,North Carolina Ratification and Declaration of Rights,North Carolina Convention,1789-11-21,anti_federalist,https://avalon.law.yale.edu/18th_century/ratnc.asp,"6th. That elections of Representatives in the legislature ought to be free and frequent, and all men having sufficient evidence of permanent common interest with, and attachment to the community, ought to have the right of suffrage: and no aid, ..."
8,Eighth Amendment,4,4,henry_speeches_virginia_1788_0410,henry_speeches_virginia_1788,Patrick Henry — Speeches at the Virginia Ratifying Convention (June 1788),Patrick Henry,1788-06-04/1788-06-25,anti_federalist,https://avalon.law.yale.edu/18th_century/henry.asp,"sufficient if the jurors came from the same county. With less than this the people of England have never been satisfied. That paper ought to have declared the common law in force. In this business of legislation, your members of ..."
8,Eighth Amendment,5,4,virginia_ratification_1788_0003,virginia_ratification_1788,Virginia Ratification and Recommended Amendments,Virginia Ratifying Convention,1788-06-26,anti_federalist,https://avalon.law.yale.edu/18th_century/ratva.asp,"between man and man, the ancient trial by Jury is one of the greatest Securities to the rights of the people, and ought to remain sacred and inviolable. Twelfth. That every freeman ought to find a certain remedy by recourse ..."
8,Eighth Amendment,6,4,bill_of_rights_original_text_1791_0001,bill_of_rights_original_text_1791,Bill of Rights - Original Text,United States Congress,1791-12-15,bill_of_rights,https://www.archives.gov/founding-docs/bill-of-rights-transcript,"AMENDMENT VIII Excessive bail shall not be required, nor excessive fines imposed, nor cruel and unusual punishments inflicted. AMENDMENT IX The enumeration in the Constitution, of certain rights, shall not be construed to deny or disparage others retained by the ..."
8,Eighth Amendment,7,3,new_york_ratification_1788_0001,new_york_ratification_1788,New York Ratification and Circular Letter,New York Ratifying Convention,1788-07-26,anti_federalist,https://avalon.law.yale.edu/18th_century/ratny.asp,"That standing Armies in time of Peace are dangerous to Liberty, and ought not to be kept up, except in Cases of necessity; and that at all times, the Military should be under strict Subordination to the civil Power. That ..."
8,Eighth Amendment,8,3,madison_letters_vol_1_0061,madison_letters_vol_1,"Letters and Other Writings of James Madison, Volume 1",James Madison,1769-1793,founders_correspondence,https://archive.org/download/lettersandotherw01madiiala/lettersandotherw01madiiala_djvu.txt,"5. That the legislative and executive powers of the State should be separate and distinct from the judicative; and that the members of the two first may be restrained from oppression by feeling and participating the burdens of the people, ..."
8,Eighth Amendment,9,3,washington_writings_vol_6_0321,washington_writings_vol_6,"The Writings of George Washington, Volume 6",George Washington,1745-1799,founders_correspondence,https://archive.org/download/georgefordworth06washrich/georgefordworth06washrich_djvu.txt,"Several new regulations will, I imagine be found useful in the articles of war ; which the Judge Advo- cate, from his official experience of the deficiency, can more accurately indicate. One thing we have suffered much from, is the ..."
8,Eighth Amendment,10,3,jefferson_writings_vol_9_0293,jefferson_writings_vol_9,"The Writings of Thomas Jefferson, Volume 9",Thomas Jefferson,1816-1826,founders_correspondence,https://www.gutenberg.org/cache/epub/56578/pg56578.txt,"Ibid. ""Mal-aisé d'indiquer la nuance precise,"" &c. In forming a scale of crimes and punishments, two considerations have principal weight. 1. The atrocity of the crime. 2. The peculiar circumstances of a country, which furnish greater temptations to commit it, ..."
8,Eighth Amendment,11,2,henry_speeches_virginia_1788_0340,henry_speeches_virginia_1788,Patrick Henry — Speeches at the Virginia Ratifying Convention (June 1788),Patrick Henry,1788-06-04/1788-06-25,anti_federalist,https://avalon.law.yale.edu/18th_century/henry.asp,"there was not a member in the federal Convention, who did not feel indignation at such an institution. What remedy, then, could be provided? Leave the country defenceless? In order to provide for our defence, and exclude the dangers of ..."
8,Eighth Amendment,12,2,henry_speeches_virginia_1788_0356,henry_speeches_virginia_1788,Patrick Henry — Speeches at the Virginia Ratifying Convention (June 1788),Patrick Henry,1788-06-04/1788-06-25,anti_federalist,https://avalon.law.yale.edu/18th_century/henry.asp,laws for this state. The honorable gentleman said that the militia should be called forth to quell riots. Have we not seen this business go on very well to-day without military force? It is a long-established principle of the common ...
8,Eighth Amendment,13,2,henry_speeches_virginia_1788_0360,henry_speeches_virginia_1788,Patrick Henry — Speeches at the Virginia Ratifying Convention (June 1788),Patrick Henry,1788-06-04/1788-06-25,anti_federalist,https://avalon.law.yale.edu/18th_century/henry.asp,"proves the contrary. There never was a government without force. What is the meaning of government? An institution to make people do their duty. A government leaving it to a man to do his duty or not, as he pleases, ..."
8,Eighth Amendment,14,2,henry_speeches_virginia_1788_0362,henry_speeches_virginia_1788,Patrick Henry — Speeches at the Virginia Ratifying Convention (June 1788),Patrick Henry,1788-06-04/1788-06-25,anti_federalist,https://avalon.law.yale.edu/18th_century/henry.asp,"the state governments more effectually by insidious, underhanded means, than such as could be openly practised. This, said he, is the opinion of many worthy men, not only in this Convention, but in all parts of America. These laws could ..."
8,Eighth Amendment,15,2,henry_speeches_virginia_1788_0365,henry_speeches_virginia_1788,Patrick Henry — Speeches at the Virginia Ratifying Convention (June 1788),Patrick Henry,1788-06-04/1788-06-25,anti_federalist,https://avalon.law.yale.edu/18th_century/henry.asp,"GRAYSON, in reply to Mr. Corbin, said he was mistaken when he produced the 4th section of the 4th article, to prove that the state governments had a right to intermeddle with the militia. He was of opinion that a ..."
8,Eighth Amendment,16,2,henry_speeches_virginia_1788_0366,henry_speeches_virginia_1788,Patrick Henry — Speeches at the Virginia Ratifying Convention (June 1788),Patrick Henry,1788-06-04/1788-06-25,anti_federalist,https://avalon.law.yale.edu/18th_century/henry.asp,"them, and inflicting punishments for disobedience, neglect, &c. Whether it would be the spirit of the generality to lay unusual punishments, he knew not; but he thought they had the power, if they thought proper to exercise it. He thought ..."
8,Eighth Amendment,17,2,henry_speeches_virginia_1788_0377,henry_speeches_virginia_1788,Patrick Henry — Speeches at the Virginia Ratifying Convention (June 1788),Patrick Henry,1788-06-04/1788-06-25,anti_federalist,https://avalon.law.yale.edu/18th_century/henry.asp,"and consume our time in verbal criticism, we shall never put an end to the business. Mr. GEORGE MASON. Mr. Chairman, a worthy member has asked who are the militia, if they be not the people of this country, and ..."
8,Eighth Amendment,18,2,henry_speeches_virginia_1788_0416,henry_speeches_virginia_1788,Patrick Henry — Speeches at the Virginia Ratifying Convention (June 1788),Patrick Henry,1788-06-04/1788-06-25,anti_federalist,https://avalon.law.yale.edu/18th_century/henry.asp,"it on this ground solely. Is there another reason? He said that it is not only the general wish of this state, but all the states, to have a bill of rights. If it be so, where is the difficulty ..."
8,Eighth Amendment,19,2,madison_letters_vol_1_0015,madison_letters_vol_1,"Letters and Other Writings of James Madison, Volume 1",James Madison,1769-1793,founders_correspondence,https://archive.org/download/lettersandotherw01madiiala/lettersandotherw01madiiala_djvu.txt,"Attempt to repeal the Port bill. Mason. British debts. Public ap- pointments. Bland. Prentis. Ex-Speaker Harrison. E. Randolph elected Governor. His competitors, Bland and R. H. Lee. Delega- tion to Congress. H. Lee reinstated. Vacancy in the council. Boiling Starke. ..."
8,Eighth Amendment,20,2,madison_letters_vol_3_0387,madison_letters_vol_3,"Letters and Other Writings of James Madison, Volume 3",James Madison,1816-1828,founders_correspondence,https://archive.org/download/lettersotherwrit03madi/lettersotherwrit03madi_djvu.txt,"of capital punishments by any State willing to make it, though I do not see the injustice of such punishments, in one case at least. But it is not my purpose to enter into the important dis- cussion; nor do ..."
8,Eighth Amendment,21,2,hamilton_works_vol_9_0040,hamilton_works_vol_9,"The Works of Alexander Hamilton, Volume 9",Alexander Hamilton,1769-1804,founders_correspondence,https://archive.org/download/ofalexander09hamirich/ofalexander09hamirich_djvu.txt,"evidence, and are of a pretty deep dye. The appre hending innocent persons, or those whose offences are of so slender a nature as to make it prudent to dis miss them, furnishes an occasion of triumph, and a foundation ..."
8,Eighth Amendment,22,2,washington_writings_vol_1_0185,washington_writings_vol_1,"The Writings of George Washington, Volume 1",George Washington,1745-1799,founders_correspondence,https://archive.org/download/georgefordworth01washrich/georgefordworth01washrich_djvu.txt,"a law to enforce the military law in all its parts,1 that I must, with great regret, decline the honour that has been so generously intended me, and for this only reason I do it — the foreknowledge 1 have ..."
8,Eighth Amendment,23,2,washington_writings_vol_9_0124,washington_writings_vol_9,"The Writings of George Washington, Volume 9",George Washington,1745-1799,founders_correspondence,https://archive.org/download/georgefordworth09washrich/georgefordworth09washrich_djvu.txt,"There is one evil, however, which I shall particu- larize, resulting from the imperfection of our regula- tions in this respect. It is the increase of arbitrary punishments. Officers, finding discipline cannot be maintained by a regular course of proceeding, ..."
